customer_id,name,age,city,feedback_notes,sentiment_label
C360-100345,User 4921,45,London,Very satisfied with the accidental coverage terms.,Positive
C360-100346,User 2199,65,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100347,User 853,54,Sydney,"Standard service, nothing special to note.",Neutral
C360-100348,User 9641,45,Sydney,"Standard service, nothing special to note.",Neutral
C360-100349,User 3786,42,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100350,User 9432,34,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100351,User 5568,34,New York,Just renewing my standard policy for another year.,Neutral
C360-100352,User 1766,62,Sydney,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100353,User 1212,54,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100354,User 1505,59,Berlin,Very satisfied with the accidental coverage terms.,Positive
C360-100355,User 1108,26,New York,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100356,User 8745,37,Toronto,Very satisfied with the accidental coverage terms.,Positive
C360-100357,User 6315,41,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100358,User 8527,64,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100359,User 1047,52,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100360,User 295,59,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100361,User 9309,28,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100362,User 2272,27,London,I am very happy with the coverage and the easy claim process.,Positive
C360-100363,User 4369,57,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100364,User 5044,54,Sydney,Terrible customer service. Waiting too long for claims.,Negative
C360-100365,User 7072,62,Sydney,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100366,User 3665,58,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100367,User 1568,33,New York,I am very happy with the coverage and the easy claim process.,Positive
C360-100368,User 7729,33,Toronto,Just renewing my standard policy for another year.,Neutral
C360-100369,User 7078,40,London,"No issues, everything is fine.",Neutral
C360-100370,User 5721,63,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100371,User 2367,64,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100372,User 5833,60,New York,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100373,User 9606,38,Berlin,"No issues, everything is fine.",Neutral
C360-100374,User 3531,62,New York,Need to update my address on the accidental policy.,Neutral
C360-100375,User 8759,55,Sydney,"Standard service, nothing special to note.",Neutral
C360-100376,User 2741,26,London,"I have some questions about the coverage limits, please call me.",Neutral
C360-100377,User 7355,37,New York,Just renewing my standard policy for another year.,Neutral
C360-100378,User 7762,44,New York,Very satisfied with the accidental coverage terms.,Positive
C360-100379,User 99,52,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100380,User 391,28,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100381,User 2396,26,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100382,User 1978,37,London,"I have some questions about the coverage limits, please call me.",Neutral
C360-100383,User 1058,25,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100384,User 6236,57,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100385,User 4300,37,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100386,User 8327,35,Sydney,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100387,User 7761,55,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100388,User 2539,56,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100389,User 1017,41,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100390,User 5024,50,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100391,User 5935,34,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100392,User 6310,28,London,Just renewing my standard policy for another year.,Neutral
C360-100393,User 3842,49,Toronto,"No issues, everything is fine.",Neutral
C360-100394,User 834,25,Berlin,The premiums are too expensive and keep increasing every year.,Negative
C360-100395,User 5013,37,Sydney,"No issues, everything is fine.",Neutral
C360-100396,User 3079,50,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100397,User 1164,65,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100398,User 5116,43,Berlin,"Standard service, nothing special to note.",Neutral
C360-100399,User 4509,59,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100400,User 8636,40,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100401,User 1969,37,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100402,User 2267,45,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100403,User 4684,53,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100404,User 1593,51,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100405,User 5929,26,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100406,User 2323,47,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100407,User 165,42,London,Need to update my address on the accidental policy.,Neutral
C360-100408,User 972,49,Sydney,Just renewing my standard policy for another year.,Neutral
C360-100409,User 7499,52,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100410,User 3189,43,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100411,User 6473,54,London,Very satisfied with the accidental coverage terms.,Positive
C360-100412,User 6388,65,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100413,User 9351,26,Berlin,"I have some questions about the coverage limits, please call me.",Neutral
C360-100414,User 6827,57,London,Just renewing my standard policy for another year.,Neutral
C360-100415,User 3517,27,London,Need to update my address on the accidental policy.,Neutral
C360-100416,User 9056,34,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100417,User 5286,32,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100418,User 1562,27,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100419,User 4757,62,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100420,User 6284,44,London,I am very happy with the coverage and the easy claim process.,Positive
C360-100421,User 3976,42,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100422,User 4686,28,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100423,User 4331,59,New York,Great experience so far. Highly recommend the health bundle.,Positive
C360-100424,User 2973,27,New York,I am very happy with the coverage and the easy claim process.,Positive
C360-100425,User 1825,42,London,"No issues, everything is fine.",Neutral
C360-100426,User 3387,65,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100427,User 4369,31,Sydney,"No issues, everything is fine.",Neutral
C360-100428,User 6308,42,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100429,User 3556,32,Toronto,"I have some questions about the coverage limits, please call me.",Neutral
C360-100430,User 233,35,London,Just renewing my standard policy for another year.,Neutral
C360-100431,User 2829,58,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100432,User 4803,44,London,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100433,User 3605,58,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100434,User 7937,29,Berlin,Very satisfied with the accidental coverage terms.,Positive
C360-100435,User 7253,52,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100436,User 4075,55,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100437,User 6559,43,New York,Very frustrating experience with the recent claim rejection.,Negative
C360-100438,User 1587,48,Sydney,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100439,User 8062,64,London,Very frustrating experience with the recent claim rejection.,Negative
C360-100440,User 7184,29,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100441,User 3733,53,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100442,User 5040,49,Berlin,Just renewing my standard policy for another year.,Neutral
C360-100443,User 789,63,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100444,User 9236,51,Toronto,"Standard service, nothing special to note.",Neutral
C360-100445,User 8088,57,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100446,User 3655,46,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100447,User 811,42,Toronto,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100448,User 2589,50,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100449,User 8049,46,London,Very satisfied with the accidental coverage terms.,Positive
C360-100450,User 7653,46,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100451,User 7122,47,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100452,User 4064,64,New York,Need to update my address on the accidental policy.,Neutral
C360-100453,User 642,34,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100454,User 4512,46,London,"I have some questions about the coverage limits, please call me.",Neutral
C360-100455,User 2906,43,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100456,User 3071,64,New York,Need to update my address on the accidental policy.,Neutral
C360-100457,User 6151,53,Berlin,I am very happy with the coverage and the easy claim process.,Positive
C360-100458,User 5949,26,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100459,User 6966,58,London,Just renewing my standard policy for another year.,Neutral
C360-100460,User 7790,60,London,"No issues, everything is fine.",Neutral
C360-100461,User 6286,41,Sydney,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100462,User 7327,54,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100463,User 4174,31,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100464,User 3821,62,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100465,User 4950,36,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100466,User 5103,42,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100467,User 9011,59,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100468,User 6218,50,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100469,User 7409,35,Sydney,"Standard service, nothing special to note.",Neutral
C360-100470,User 7626,61,New York,Just renewing my standard policy for another year.,Neutral
C360-100471,User 7539,42,Toronto,"I have some questions about the coverage limits, please call me.",Neutral
C360-100472,User 1599,52,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100473,User 3619,42,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100474,User 3883,33,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100475,User 4382,34,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100476,User 5278,25,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100477,User 2317,51,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100478,User 5319,45,New York,Need to update my address on the accidental policy.,Neutral
C360-100479,User 1232,29,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100480,User 8959,32,Berlin,Very satisfied with the accidental coverage terms.,Positive
C360-100481,User 2145,62,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100482,User 5629,50,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100483,User 8962,29,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100484,User 9771,56,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100485,User 5591,25,Berlin,Very frustrating experience with the recent claim rejection.,Negative
C360-100486,User 2677,58,Sydney,Great experience so far. Highly recommend the health bundle.,Positive
C360-100487,User 1581,28,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100488,User 7643,57,New York,Very satisfied with the accidental coverage terms.,Positive
C360-100489,User 4219,62,New York,The premium is affordable and the support team is excellent.,Positive
C360-100490,User 6077,37,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100491,User 5874,46,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100492,User 5016,28,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100493,User 2846,28,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100494,User 856,45,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100495,User 192,48,London,Very satisfied with the accidental coverage terms.,Positive
C360-100496,User 6649,39,Toronto,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100497,User 1957,40,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100498,User 6505,63,Berlin,Need to update my address on the accidental policy.,Neutral
C360-100499,User 9249,50,Toronto,"I have some questions about the coverage limits, please call me.",Neutral
